Année;Type de secteur;Mission;Code Programme;Programme;Code Externe Objectif;Libellé Objectif;Ordre Ind;Code Externe Indicateur;Libellé Indicateur;Facteur de performance;Code Interne Sous Indicateur;Libellé Sous Indicateur;Cotation;Unité;Cible;Exécution;Atteinte de la cible;commentaire
2023.0;Programme;Solidarité, insertion et égalité des chances;157.0;Handicap et dépendance;P157-1;Accroître l'effectivité et la qualité des décisions prises au sein des MDPH;6480.0;P157-1-1;Qualité des décisions de la commission des droits et de l'autonomie (CDAPH) des maisons départementales des personnes handicapées (MDPH) dans le cadre d'une première demande;Usager;19950.0;Écart type des taux départementaux des premiers accords d’allocation aux adultes handicapés (AAH) pour mille habitants de 20 à 62 ans;;%;1.5;;amélioration;
2023.0;Programme;Solidarité, insertion et égalité des chances;124.0;Conduite et soutien des politiques sanitaires et sociales;P124-2;Accroître l'efficience de la gestion des moyens;6590.0;P124-2-1;Efficience de la gestion immobilière;Contribuable;17244.0;Ratio SUN / Poste de travail en agences régionales de santé (ARS);;m²/poste de travail;13.4;;donnée non renseignée;
2023.0;Programme;Sport, jeunesse et vie associative;219.0;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;6670.0;P219-1-2;Proportion des crédits déconcentrés de l'agence nationale du sport (instruits au plan local et dans le cadre des projets sportifs fédéraux) affectée aux publics, territoires ou thématiques prioritaires;Usager;16449.0;Moyens financiers consacrés à des actions en direction des personnes handicapées / total des moyens mobilisés;;%;14.0;9.4;amélioration;
2022.0;Programme;Justice;166.0;Justice judiciaire;P166-1;Rendre une justice de qualité;4320.0;P166-1-3;Délai moyen de traitement des procédures pénales;Usager;23552.0;Juges des enfants et tribunaux pour enfants;NS;mois;17.5;10.9;cible atteinte;
2022.0;Programme;Développement agricole et rural;776.0;Recherche appliquée et innovation en agriculture;P776-1;Renforcer le continuum entre recherche et innovation agricole pour accélérer l'émergence et l'appropriation d'innovations répondant aux enjeux d'une quadruple performance sociale, économique, sanitaire et environnementale;2.0;P776-1-1;Capacité des instituts techniques agricoles à développer des partenariats multi-acteurs au niveau européen;Citoyen;30325.0;Taux de succès du réseau ACTA-ITA dans le cadre du Programme cadre recherche & développement au niveau de l’Union européenne;NS;%;30.0;34.0;cible atteinte;
2022.0;Programme;Plan de relance;362.0;Écologie;P362-4;Développer la part des modes alternatifs à la route;100.0;P362-4-1;Part modale des transports non routiers;Citoyen;30406.0;Part modale des transports collectifs dans l'ensemble des transports intérieurs terrestres de voyageurs;NS;%;17.8;17.8;cible atteinte;
2023.0;Programme;Défense;146.0;Équipement des forces;P146-2;Assurer une efficience maximale de la dépense d'équipement des forces;2040.0;P146-2-1;Efficience du processus de paiement;Contribuable;10007.0;Montant des intérêts moratoires versés/ montant des paiements;;%;0.1;0.08;cible atteinte;
2024.0;Programme;Avances à l'audiovisuel public;844.0;France Médias Monde;P844-1;Proposer une offre reflet de la culture et des valeurs françaises et francophones dans un univers de média global;8060.0;P844-1-2;Opinions favorables évaluant les valeurs d'expertise, d'objectivité et de référence;Citoyen;25022.0;RFI : zone Afrique;;%;;72.0;donnée non renseignée;
2022.0;Programme;Sport, jeunesse et vie associative;219.0;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;6630.0;P219-1-1;Pratique sportive des publics prioritaires;Usager;30020.0;Taux de licences dans les zones de revitalisation rurales (ZRR);NS;%;25.0;;donnée non renseignée;
2023.0;Programme;Défense;178.0;Préparation et emploi des forces;P178-4;Assurer la fonction stratégique intervention;1860.0;P178-4-2;Capacité à réaliser les contrats opérationnels permettant de gérer les crises;Citoyen;13071.0;Armée de l'air;;%;95.0;95.0;cible atteinte;
2022.0;Programme;Plan de relance;362.0;Écologie;P362-1;Assurer la mise en œuvre rapide du volet Écologie du plan de relance;100.0;P362-1-1;Taux de consommation des crédits;Citoyen;30415.0;Taux de consommation des CP;NS;%;80.0;75.0;amélioration;
2023.0;Programme;Travail et emploi;103.0;Accompagnement des mutations économiques et développement de l'emploi;P103-4;Edifier une société de compétences : contribution du Programme  d'investissements dans les compétences (PIC);6980.0;P103-4-1;Part des personnes en recherche d'emploi bénéficiaires de la formation professionnelle;Citoyen;25728.0;Moins de 26 ans;;%;;24.0;donnée non renseignée;
2023.0;Programme;Recherche et enseignement supérieur;150.0;Formations supérieures et recherche universitaire;P150-6;Améliorer l'efficience des opérateurs;5120.0;P150-6-3;Qualité de la gestion immobilière;Contribuable;15857.0;Pourcentage de sites secondaires dont le nombre d'étudiants est inférieur à 1000;;%;67.0;70.3;absence amélioration;
2023.0;Programme;Enseignement scolaire;230.0;Vie de l'élève;P230-2;Promouvoir la santé des élèves et contribuer à améliorer leur qualité de vie;3450.0;P230-2-2;Qualité de vie perçue des élèves de troisième;Citoyen;19817.0;Proportion d'élèves déclarant un niveau élevé de satisfaction globale de vie (supérieur à 6 sur 10, échelle de Cantril) se déclarant porteurs de handicap;;%;72.0;;donnée non renseignée;Non déterminé
2024.0;Programme;Justice;107.0;Administration pénitentiaire;P107-2;Améliorer les conditions de détention des personnes sous main de justice ainsi que les conditions de travail des personnels pénitentiaires;4500.0;P107-2-4;Taux d'occupation des structures dédiées au maintien des liens familiaux;Citoyen;11217.0;Taux d’occupation des UVF;;%;68.0;54.8;amélioration;
2022.0;Programme;Solidarité, insertion et égalité des chances;304.0;Inclusion sociale et protection des personnes;P304-4;Garantir aux adultes vulnérables une protection juridique adaptée à leurs besoins;6420.0;P304-4-1;Coût moyen des mesures de protection exercées par les services tutélaires;Contribuable;17502.0;Part des services mandataires dont la valeur du point service est supérieure de 10% à la moyenne nationale;NS;%;9.5;10.8;absence amélioration;
2022.0;Programme;Plan de relance;362.0;Écologie;P362-4;Développer la part des modes alternatifs à la route;100.0;P362-4-1;Part modale des transports non routiers;Citoyen;30408.0;Part modale du transport fluvial dans le transport intérieur terrestre de marchandises;NS;%;2.1;2.1;cible atteinte;
2024.0;Programme;Conseil et contrôle de l'État;126.0;Conseil économique, social et environnemental;P126-3;Dialoguer et coopérer avec les instances consultatives créées auprès des collectivités;100.0;P126-3-1;Interagir avec les territoires;Citoyen;30954.0;Pourcentage de formations de travail associant des représentantes et représentants des instances consultatives créées auprès des collectivités territoriales;;%;15.0;23.0;cible atteinte;
2024.0;Programme;Gestion des finances publiques;302.0;Facilitation et sécurisation des échanges;P302-2;Optimiser et moderniser le traitement des flux de marchandises en frontière et consolider l'accompagnement des entreprises;1101.0;P302-2-2;Consolider l'accompagnement des entreprises;Usager;25050.0;Taux de satisfaction des opérateurs du commerce international;;%;93.5;85.9;amélioration;
2023.0;Programme;Culture;361.0;Transmission des savoirs et démocratisation de la culture;P361-4;Renforcer l'autonomie financière des établissements publics diffusant la culture scientifique et technique notamment par l'amélioration de la part de leurs ressources propres;5550.0;P361-4-1;Part des ressources propres d'Universcience, opérateur de la culture scientifique et technique;Contribuable;17634.0;Taux de ressources propres d'Universcience;;%;16.39;18.24;cible atteinte;
2022.0;Programme;Agriculture, alimentation, forêt et affaires rurales;215.0;Conduite et pilotage des politiques de l'agriculture;P215-2;Optimiser l'efficience de la gestion des ressources humaines;650.0;P215-2-1;Efficience de la gestion des ressources humaines;Contribuable;23553.0;Effectifs gérés;NS;Nb;31251.0;30357.0;cible atteinte;
2022.0;Mission;Avances à l'audiovisuel public;;;MZD-2;S'adresser au public le plus large dans un environnement numérique;7860.0;MZD-2-1;Audience des antennes de Radio France;Citoyen;6393.0;- France Inter;NS;%;;12.4;cible atteinte;
2024.0;Programme;Plan de relance;362.0;Écologie;P362-1;Assurer la mise en œuvre rapide du volet Écologie du plan de relance;100.0;P362-1-1;Taux de consommation des crédits;Citoyen;30415.0;Taux de consommation des CP;;%;100.0;;absence amélioration;
2024.0;Programme;Écologie, développement et mobilité durables;205.0;Affaires maritimes, pêche et aquaculture;P205-1;Renforcer la sécurité maritime et la protection de l'environnement;2500.0;P205-1-3;Contrôle des navires;Citoyen;860.0;Niveau de sécurité sur la flotte domestique : taux de prescriptions sur contrôles majeurs;;%;;0.6;cible atteinte;
2023.0;Programme;Écologie, développement et mobilité durables;205.0;Affaires maritimes, pêche et aquaculture;P205-3;Mieux contrôler les activités maritimes et en particulier la pêche;2540.0;P205-3-2;Contrôles menés par le dispositif de contrôle et de surveillance des affaires maritimes (DCS) dans le cadre de la politique commune des pêches;Citoyen;25721.0;Nombre d’inspections au débarquement réalisé par le DCS rapporté à l’objectif de nombre d’inspections prévu pour le DCS;;%;100.0;90.0;absence amélioration;
2023.0;Programme;Engagements financiers de l'État;117.0;Charge de la dette et trésorerie de l'État (crédits évaluatifs);P117-1;Couvrir le programme d'émission dans les meilleures conditions d'efficience et de sécurité;2970.0;P117-1-2;Taux de couverture moyen des adjudications;Citoyen;2605.0;Adjudications d’OAT;;%;150.0;230.0;cible atteinte;
2024.0;Mission;Administration générale et territoriale de l'État;;;MAB-5;Améliorer l'efficience de l'administration territoriale de l'État;2370.0;MAB-5-3;Taux de véhicules mutualisés entre au moins deux services de l'État sur le périmètre de l'ATE;Contribuable;25719.0;Taux de mutualisation des véhicules;;%;28.0;29.0;cible atteinte;
2023.0;Programme;Gestion des finances publiques;156.0;Gestion fiscale et financière de l'État et du secteur public local;P156-2;Renforcer la qualité de service au profit des usagers et des partenaires;1900.0;P156-2-1;Proximité de l'administration, relation de confiance, rapidité et qualité de la transmission des informations aux usagers;Usager;30227.0;Indice de satisfaction des collectivités territoriales concernant les prestations des CDL;;%;;90.6;cible atteinte;
2023.0;Mission;Agriculture, alimentation, forêt et affaires rurales;;;MAC-2;Favoriser le changement de pratiques afin de préserver la santé publique et l'environnement;460.0;MAC-2-1;Maîtrise de l'utilisation des pesticides et des antibiotiques;Citoyen;27000.0;Nombre d'usages cumulés pour l'ensemble des autorisations de mise sur le marché (AMM) des produits contenant du glyphosate;;Nb;;;cible atteinte;Dont 19 usages transitoires
2023.0;Programme;Avances à l'audiovisuel public;843.0;Radio France;P843-3;Assurer la maîtrise de la masse salariale, optimiser la gestion et être une entreprise de média exemplaire;8020.0;P843-3-1;Charges de personnel;Contribuable;6387.0;Charges de personnel;;M€;410.0;414.2;absence amélioration;
2024.0;Programme;Avances à l'audiovisuel public;844.0;France Médias Monde;P844-2;Développer la présence française et francophone dans le paysage audiovisuel mondial;9080.0;P844-2-3;Audience des offres numériques;Citoyen;30567.0;Consommation des contenus délinéarisés tous environnements confondus (démarrages par mois);;millions;;321.4;donnée non renseignée;
2022.0;Mission;Conseil et contrôle de l'État;;;MCA-3;Réduire les délais de jugement;1270.0;MCA-3-1;Délai moyen constaté de jugement des affaires;Usager;24557.0;à la Cour nationale du droit d'asile, pour les procédures accélérées;NS;année;;;absence amélioration;
2024.0;Programme;Administration générale et territoriale de l'État;232.0;Vie politique;P232-1;Organiser les élections au meilleur coût;370.0;P232-1-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;Contribuable;19759.0;Part du coût de la propagande par électeur - Élection présidentielle;;€/électeur inscrit;;;donnée non retenue;Sans objet
2022.0;Programme;Défense;178.0;Préparation et emploi des forces;P178-5;Assurer la préparation des forces dans les délais impartis pour permettre la montée en puissance maximale des capacités militaires prévues;1880.0;P178-5-2;Disponibilité des matériels par rapport aux exigences des contrats opérationnels;Citoyen;30361.0;Armée de terre EBRC (dont AMX10RC);NS;%;92.0;68.0;absence amélioration;
