Niveau hiérarchique de la ligne,Catégorie,Section,Ligne de prévision,Ligne d'exécution,LFI,LFR/LFG,Total des prévisions,Total des recouvrements,Total des recettes**
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3103 - Prélèvement sur les recettes de l'État au titre de la dotation spéciale pour le logement des instituteurs (total),3103 - Prélèvement sur les recettes de l'État au titre de la dotation spéciale pour le logement des instituteurs (total),-4753232,0,-4753232,-3620360,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3104 - Dotation de compensation des pertes de bases de la taxe professionnelle et de redevance des mines des communes et de leurs groupements,,-30000000,0,-30000000,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3104 - Dotation de compensation des pertes de bases de la taxe professionnelle et de redevance des mines des communes et de leurs groupements,"310401 - Compensation des pertes de CET, de redevances des mines, et de pertes de bases de TP aux communes et  EPCI",0,0,0,-6784395,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3104 - Dotation de compensation des pertes de bases de la taxe professionnelle et de redevance des mines des communes et de leurs groupements (total),3104 - Dotation de compensation des pertes de bases de la taxe professionnelle et de redevance des mines des communes et de leurs groupements (total),-30000000,0,-30000000,-6784395,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3106 - Prélèvement sur les recettes de l'État au profit du Fonds de compensation pour la taxe sur la valeur ajoutée (FCTVA),,-7104000000,0,-7104000000,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3106 - Prélèvement sur les recettes de l'État au profit du Fonds de compensation pour la taxe sur la valeur ajoutée (FCTVA),310601 - FCTVA de droit commun,0,0,0,"-7382037274,85",0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3106 - Prélèvement sur les recettes de l'État au profit du Fonds de compensation pour la taxe sur la valeur ajoutée (FCTVA) (total),3106 - Prélèvement sur les recettes de l'État au profit du Fonds de compensation pour la taxe sur la valeur ajoutée (FCTVA) (total),-7104000000,0,-7104000000,"-7382037274,85",0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3107 - Prélèvement sur les recettes de l'État au titre de la compensation d'exonérations relatives à la fiscalité locale,,-664114745,0,-664114745,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3107 - Prélèvement sur les recettes de l'État au titre de la compensation d'exonérations relatives à la fiscalité locale,310701 - Compensation d'exonérations relatives à la fiscalité locale,0,0,0,-726494767,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3107 - Prélèvement sur les recettes de l'État au titre de la compensation d'exonérations relatives à la fiscalité locale,310702 - Prélèvement sur les recettes de l'État au titre de la compensation d'exonérations relatives à la fiscalité locale - Compensation de l'impôt sur les spectacles,0,0,0,"-20186755,69",0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3107 - Prélèvement sur les recettes de l'État au titre de la compensation d'exonérations relatives à la fiscalité locale,310703 - Prélèvement sur les recettes de l'État au titre de la compensation d'exonérations relatives à la fiscalité locale - TA aux droits d'enregistrement de cessions de fonds de commerce,0,0,0,-12629844,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3107 - Prélèvement sur les recettes de l'État au titre de la compensation d'exonérations relatives à la fiscalité locale (total),3107 - Prélèvement sur les recettes de l'État au titre de la compensation d'exonérations relatives à la fiscalité locale (total),-664114745,0,-664114745,"-759311366,69",0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3108 - Dotation élu local,,-123506000,0,-123506000,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3108 - Dotation élu local,310801 - Dotation élu local,0,0,0,-123231821,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3108 - Dotation élu local (total),3108 - Dotation élu local (total),-123506000,0,-123506000,-123231821,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3109 - Prélèvement sur les recettes de l'État au profit de la collectivité de Corse,,-42946742,0,-42946742,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3109 - Prélèvement sur les recettes de l'État au profit de la collectivité de Corse,310901 - Collectivité territoriale de Corse et des départements de Corse Reversement de TIPP,0,0,0,-52471216,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3109 - Prélèvement sur les recettes de l'État au profit de la collectivité de Corse (total),3109 - Prélèvement sur les recettes de l'État au profit de la collectivité de Corse (total),-42946742,0,-42946742,-52471216,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3111 - Fonds de mobilisation départementale pour l'insertion,,-431738376,0,-431738376,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3111 - Fonds de mobilisation départementale pour l'insertion,311101 - Fonds de mobilisation départementale pour l'insertion - Première part - Compléments de RMI,0,0,0,-431738376,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3111 - Fonds de mobilisation départementale pour l'insertion (total),3111 - Fonds de mobilisation départementale pour l'insertion (total),-431738376,0,-431738376,-431738376,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3112 - Dotation départementale d'équipement des collèges,,-326317000,0,-326317000,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3112 - Dotation départementale d'équipement des collèges,311201 - Dotation départementale d'équipement des collèges,0,0,0,-326316128,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3112 - Dotation départementale d'équipement des collèges (total),3112 - Dotation départementale d'équipement des collèges (total),-326317000,0,-326317000,-326316128,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3113 - Dotation régionale d'équipement scolaire,,-661186000,0,-661186000,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3113 - Dotation régionale d'équipement scolaire,311301 - Dotation régionale d'équipement scolaire,0,0,0,-661186704,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3113 - Dotation régionale d'équipement scolaire (total),3113 - Dotation régionale d'équipement scolaire (total),-661186000,0,-661186000,-661186704,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3118 - Dotation globale de construction et d'équipement scolaire,,-2686000,0,-2686000,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3118 - Dotation globale de construction et d'équipement scolaire,311801 - Dotation globale de construction et d'équipement scolaire,0,0,0,-2685550,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3118 - Dotation globale de construction et d'équipement scolaire (total),3118 - Dotation globale de construction et d'équipement scolaire (total),-2686000,0,-2686000,-2685550,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3119 - Dotation de compensation de la réforme de la taxe professionnelle (régions),,-467129770,0,-467129770,0,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3119 - Dotation de compensation de la réforme de la taxe professionnelle (régions) (total),3119 - Dotation de compensation de la réforme de la taxe professionnelle (régions) (total),-467129770,0,-467129770,0,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3120 - Dotation de compensation de la réforme de la taxe professionnelle (départements),,-1243315500,0,-1243315500,0,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3120 - Dotation de compensation de la réforme de la taxe professionnelle (départements) (total),3120 - Dotation de compensation de la réforme de la taxe professionnelle (départements) (total),-1243315500,0,-1243315500,0,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3121 - Dotation de compensation de la réforme de la taxe professionnelle (établissements publics de coopération intercommunale),,-890110332,0,-890110332,0,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3121 - Dotation de compensation de la réforme de la taxe professionnelle (établissements publics de coopération intercommunale) (total),3121 - Dotation de compensation de la réforme de la taxe professionnelle (établissements publics de coopération intercommunale) (total),-890110332,0,-890110332,0,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3122 - Dotation de compensation de la réforme de la taxe professionnelle (communes),,-239658133,0,-239658133,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3122 - Dotation de compensation de la réforme de la taxe professionnelle (communes),312201 - Dotation de compensation de la réforme de la taxe professionnelle,0,0,0,-2844170177,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3122 - Dotation de compensation de la réforme de la taxe professionnelle (communes) (total),3122 - Dotation de compensation de la réforme de la taxe professionnelle (communes) (total),-239658133,0,-239658133,-2844170177,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3123 - Dotation pour transferts de compensations d'exonérations de fiscalité directe locale,,-378003970,0,-378003970,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3123 - Dotation pour transferts de compensations d'exonérations de fiscalité directe locale,312301 - Dotation pour transferts de compensations d'exonérations de fiscalité directe locale,0,0,0,-377120423,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3123 - Dotation pour transferts de compensations d'exonérations de fiscalité directe locale (total),3123 - Dotation pour transferts de compensations d'exonérations de fiscalité directe locale (total),-378003970,0,-378003970,-377120423,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3130 - Dotation de compensation de la réforme de la taxe sur les logements vacants pour les communes et les établissements publics de coopération intercommunale percevant la taxe d'habitation sur les logements vacants,,-4000000,0,-4000000,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3130 - Dotation de compensation de la réforme de la taxe sur les logements vacants pour les communes et les établissements publics de coopération intercommunale percevant la taxe d'habitation sur les logements vacants,313001 - Dotation de compensation de la réforme de la taxe sur les logements vacants pour les communes et les établissements publics,0,0,0,-7308187,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3130 - Dotation de compensation de la réforme de la taxe sur les logements vacants pour les communes et les établissements publics de coopération intercommunale percevant la taxe d'habitation sur les logements vacants (total),3130 - Dotation de compensation de la réforme de la taxe sur les logements vacants pour les communes et les établissements publics de coopération intercommunale percevant la taxe d'habitation sur les logements vacants (total),-4000000,0,-4000000,-7308187,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3131 - Dotation de compensation liée au processus de départementalisation de Mayotte,,-107000000,0,-107000000,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3131 - Dotation de compensation liée au processus de départementalisation de Mayotte,313101 - Dotation de compensation liée au processus de départementalisation de Mayotte,0,0,0,-107000000,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3131 - Dotation de compensation liée au processus de départementalisation de Mayotte (total),3131 - Dotation de compensation liée au processus de départementalisation de Mayotte (total),-107000000,0,-107000000,-107000000,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3133 - Fonds de compensation des nuisances aéroportuaires,,-6822000,0,-6822000,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3133 - Fonds de compensation des nuisances aéroportuaires,313301 - Fonds de compensation des nuisances aéroportuaires,0,0,0,-6821923,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3133 - Fonds de compensation des nuisances aéroportuaires (total),3133 - Fonds de compensation des nuisances aéroportuaires (total),-6822000,0,-6822000,-6821923,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3134 - Dotation de garantie des reversements des fonds départementaux de taxe professionnelle,,-272278000,0,-272278000,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3134 - Dotation de garantie des reversements des fonds départementaux de taxe professionnelle,313401 - Dotation de garantie des reversements des fonds départementaux de taxe professionnelle,0,0,0,-270721172,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3134 - Dotation de garantie des reversements des fonds départementaux de taxe professionnelle (total),3134 - Dotation de garantie des reversements des fonds départementaux de taxe professionnelle (total),-272278000,0,-272278000,-270721172,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3135 - Prélèvement sur les recettes de l'État au titre de la compensation des pertes de recettes liées au relèvement du seuil d'assujettissement des entreprises au versement transport,,-48020650,0,-48020650,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3135 - Prélèvement sur les recettes de l'État au titre de la compensation des pertes de recettes liées au relèvement du seuil d'assujettissement des entreprises au versement transport,313501 - Prélèvement sur les recettes de l'État au titre de la compensation des pertes de recettes liées au relèvement du seuil d'assujettissement des entreprises au versement transport,0,0,0,-48020650,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3135 - Prélèvement sur les recettes de l'État au titre de la compensation des pertes de recettes liées au relèvement du seuil d'assujettissement des entreprises au versement transport (total),3135 - Prélèvement sur les recettes de l'État au titre de la compensation des pertes de recettes liées au relèvement du seuil d'assujettissement des entreprises au versement transport (total),-48020650,0,-48020650,-48020650,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3136 - Prélèvement sur les recettes de l'État au profit de la collectivité territoriale de Guyane,,-27000000,0,-27000000,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3136 - Prélèvement sur les recettes de l'État au profit de la collectivité territoriale de Guyane,313601 - Prélèvement sur les recettes de l'État au profit de la collectivité territoriale de Guyane,0,0,0,-27000000,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3136 - Prélèvement sur les recettes de l'État au profit de la collectivité territoriale de Guyane (total),3136 - Prélèvement sur les recettes de l'État au profit de la collectivité territoriale de Guyane (total),-27000000,0,-27000000,-27000000,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3137 - Prélèvement sur les recettes de l'État au profit des régions au titre de la neutralisation financière de la réforme de l'apprentissage,,-122559085,0,-122559085,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3137 - Prélèvement sur les recettes de l'État au profit des régions au titre de la neutralisation financière de la réforme de l'apprentissage,313701 - Prélèvement sur les recettes de l'État au profit des régions au titre de la neutralisation financière de la réforme de l'apprentissage,0,0,0,-122559085,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3137 - Prélèvement sur les recettes de l'État au profit des régions au titre de la neutralisation financière de la réforme de l'apprentissage (total),3137 - Prélèvement sur les recettes de l'État au profit des régions au titre de la neutralisation financière de la réforme de l'apprentissage (total),-122559085,0,-122559085,-122559085,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3138 - Prélèvement sur les recettes de l’Etat au titre de la dotation globale d’autonomie de la Polynésie française,,-90552000,0,-90552000,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3138 - Prélèvement sur les recettes de l’Etat au titre de la dotation globale d’autonomie de la Polynésie française,313801 - Prélèvement sur les recettes de l'État au profit de la Polynésie française,0,0,0,-90552000,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3138 - Prélèvement sur les recettes de l’Etat au titre de la dotation globale d’autonomie de la Polynésie française (total),3138 - Prélèvement sur les recettes de l’Etat au titre de la dotation globale d’autonomie de la Polynésie française (total),-90552000,0,-90552000,-90552000,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3141 - Soutien exceptionnel de l'État au profit des collectivités du bloc communal confrontées à des pertes de recettes fiscales et domaniales du fait de la crise sanitaire,314101 - Soutien exceptionnel de l'État au profit des collectivités du bloc communal confrontées à des pertes de recettes fiscales et domaniales du fait de la crise sanitaire,0,0,0,951930,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3141 - Soutien exceptionnel de l'État au profit des collectivités du bloc communal confrontées à des pertes de recettes fiscales et domaniales du fait de la crise sanitaire (total),3141 - Soutien exceptionnel de l'État au profit des collectivités du bloc communal confrontées à des pertes de recettes fiscales et domaniales du fait de la crise sanitaire (total),0,0,0,951930,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3145 - Prélèvement sur les recettes de l'État au titre de la compensation de la réduction de 50% des valeurs locatives de TFPB et de CFE des locaux industriels,,-4016619586,0,-4016619586,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3145 - Prélèvement sur les recettes de l'État au titre de la compensation de la réduction de 50% des valeurs locatives de TFPB et de CFE des locaux industriels,314501 - Prélèvement sur les recettes de l'État au titre de la compensation de la réduction de 50% des valeurs locatives de TFPB et de CFE des locaux industriels,0,0,0,"-4317548408,32",0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3145 - Prélèvement sur les recettes de l'État au titre de la compensation de la réduction de 50% des valeurs locatives de TFPB et de CFE des locaux industriels (total),3145 - Prélèvement sur les recettes de l'État au titre de la compensation de la réduction de 50% des valeurs locatives de TFPB et de CFE des locaux industriels (total),-4016619586,0,-4016619586,"-4317548408,32",0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3146 - Prélèvement sur les recettes de l'État au titre de la compensation des communes et EPCI contributeurs au Fonds national de garantie individuelle des ressources (FNGIR) subissant une perte de base de cotisation foncière des entreprises,,-3000000,0,-3000000,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3146 - Prélèvement sur les recettes de l'État au titre de la compensation des communes et EPCI contributeurs au Fonds national de garantie individuelle des ressources (FNGIR) subissant une perte de base de cotisation foncière des entreprises,314601 - Prélèvement sur les recettes de l'État au titre de la compensation des communes et EPCI contributeurs au Fonds national de garantie individuelle des ressources (FNGIR) subissant une perte de base de cotisation foncière des entreprises,0,0,0,"-763766,35",0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3146 - Prélèvement sur les recettes de l'État au titre de la compensation des communes et EPCI contributeurs au Fonds national de garantie individuelle des ressources (FNGIR) subissant une perte de base de cotisation foncière des entreprises (total),3146 - Prélèvement sur les recettes de l'État au titre de la compensation des communes et EPCI contributeurs au Fonds national de garantie individuelle des ressources (FNGIR) subissant une perte de base de cotisation foncière des entreprises (total),-3000000,0,-3000000,"-763766,35",0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3147 - Prélèvement exceptionnel sur les recettes de l’État de compensation du Fonds national de péréquation des droits de mutation à titre onéreux (DMTO),314701 - Prélèvement exceptionnel sur les recettes de l’État de compensation du Fonds national de péréquation des droits de mutation à titre onéreux (DMTO),0,0,0,-365593,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3147 - Prélèvement exceptionnel sur les recettes de l’État de compensation du Fonds national de péréquation des droits de mutation à titre onéreux (DMTO) (total),3147 - Prélèvement exceptionnel sur les recettes de l’État de compensation du Fonds national de péréquation des droits de mutation à titre onéreux (DMTO) (total),0,0,0,-365593,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3151 - Prélèvement sur les recettes de l'Etat au titre du soutien exceptionnel pour les communes et leurs groupements face à la croissance des prix de l'énergie et de la revalorisation  du point d'indice de la fonction publique en 2022,315101 - Prélèvement sur les recettes de l'État au titre du soutien exceptionnel pour les communes et leurs groupements face à la croissance des prix de l'énergie et de la revalorisation du point d'indice de la fonction publique,0,0,0,"1508187,6",0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3151 - Prélèvement sur les recettes de l'Etat au titre du soutien exceptionnel pour les communes et leurs groupements face à la croissance des prix de l'énergie et de la revalorisation  du point d'indice de la fonction publique en 2022 (total),3151 - Prélèvement sur les recettes de l'Etat au titre du soutien exceptionnel pour les communes et leurs groupements face à la croissance des prix de l'énergie et de la revalorisation  du point d'indice de la fonction publique en 2022 (total),0,0,0,"1508187,6",0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,"3158 - Prélèvement sur les recettes de l'Etat au titre du soutien exceptionnel, au titre de l'année 2023, pour les collectivités territoriales face à la croissance des prix de l'énergie",,-400000000,0,-400000000,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,"3158 - Prélèvement sur les recettes de l'Etat au titre du soutien exceptionnel, au titre de l'année 2023, pour les collectivités territoriales face à la croissance des prix de l'énergie","315801 - Prélèvement sur les recettes de l'Etat au titre du soutien exceptionnel, au titre de l'année 2023, pour les collectivités territoriales face à la croissance des prix de l'énergie",0,0,0,-148434262,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,"3158 - Prélèvement sur les recettes de l'Etat au titre du soutien exceptionnel, au titre de l'année 2023, pour les collectivités territoriales face à la croissance des prix de l'énergie (total)","3158 - Prélèvement sur les recettes de l'Etat au titre du soutien exceptionnel, au titre de l'année 2023, pour les collectivités territoriales face à la croissance des prix de l'énergie (total)",-400000000,0,-400000000,-148434262,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3159 - Prélèvement sur les recettes de l’État au titre de la compensation de la réforme de 2023 de la taxe sur les logements vacants pour les communes et les EPCI percevant la taxe d'habitation sur les logements vacants,,-24700000,0,-24700000,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3159 - Prélèvement sur les recettes de l’État au titre de la compensation de la réforme de 2023 de la taxe sur les logements vacants pour les communes et les EPCI percevant la taxe d'habitation sur les logements vacants,315901 - Prélèvement sur les recettes de l'Etat au titre de la compensation de la réforme de 2023 de la taxe sur les logements vacants pour les communes et les EPCI percevant la taxe d'habitation sur les logements vacants,0,0,0,-28269160,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3159 - Prélèvement sur les recettes de l’État au titre de la compensation de la réforme de 2023 de la taxe sur les logements vacants pour les communes et les EPCI percevant la taxe d'habitation sur les logements vacants (total),3159 - Prélèvement sur les recettes de l’État au titre de la compensation de la réforme de 2023 de la taxe sur les logements vacants pour les communes et les EPCI percevant la taxe d'habitation sur les logements vacants (total),-24700000,0,-24700000,-28269160,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,"3160 - Prélèvement sur les recettes de l'État en faveur des communes nouvelles regroupant, l'année suivant leur création, une population inférieure ou égale à 150 000 habitants (article 134)",,-17600000,0,-17600000,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,"3160 - Prélèvement sur les recettes de l'État en faveur des communes nouvelles regroupant, l'année suivant leur création, une population inférieure ou égale à 150 000 habitants (article 134)","316001 - Prélèvement sur les recettes de l'État en faveur des communes nouvelles regroupant, l'année suivant leur création, une population inférieure ou égale à 150 000 habitants (article 134)",0,0,0,-24333434,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,"3160 - Prélèvement sur les recettes de l'État en faveur des communes nouvelles regroupant, l'année suivant leur création, une population inférieure ou égale à 150 000 habitants (article 134) (total)","3160 - Prélèvement sur les recettes de l'État en faveur des communes nouvelles regroupant, l'année suivant leur création, une population inférieure ou égale à 150 000 habitants (article 134) (total)",-17600000,0,-17600000,-24333434,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3161 - Prélèvement sur les recettes de l'État visant à compléter le montant du fonds de sauvegarde des départements (article 131),,-52862037,0,-52862037,0,0
1,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3161 - Prélèvement sur les recettes de l'État visant à compléter le montant du fonds de sauvegarde des départements (article 131),316101 - Prélèvement sur les recettes de l'État visant à compléter le montant du fonds de sauvegarde des départements (article 131),0,0,0,-50409952,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3161 - Prélèvement sur les recettes de l'État visant à compléter le montant du fonds de sauvegarde des départements (article 131) (total),3161 - Prélèvement sur les recettes de l'État visant à compléter le montant du fonds de sauvegarde des départements (article 131) (total),-52862037,0,-52862037,-50409952,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,"3162 - Prélèvement sur les recettes de l'État destiné à compenser, pour les communes, les EPCI à fiscalité propre et la métropole de Lyon, les pertes de recettes résultant de l'exonération de TFPB",,-7000000,0,-7000000,0,0
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,"3162 - Prélèvement sur les recettes de l'État destiné à compenser, pour les communes, les EPCI à fiscalité propre et la métropole de Lyon, les pertes de recettes résultant de l'exonération de TFPB (total)","3162 - Prélèvement sur les recettes de l'État destiné à compenser, pour les communes, les EPCI à fiscalité propre et la métropole de Lyon, les pertes de recettes résultant de l'exonération de TFPB (total)",-7000000,0,-7000000,0,0
0,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3163 - Prélèvement sur les recettes de l'État permettant de verser une compensation aux communes et EPCI enregistrant d'une année sur l'autre une perte de base de TFPB et de produits TFPB afférant aux entreprises à l'origine de la perte de base de TFPB,,-3300000,0,-3300000,0,0
